KEGG_KO	S149	S150	S152	S153	S157	S113	S114	S130	S146	S802	S20	S27	S32	S45	S107	description
K07707	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	9.6055	241.5675	0.0000	1111.1910	103.3305	191.0215	64.5357	15.4207	0.3402	agrA, blpR, fsrA; two-component system, LytTR family, response regulator AgrA
K07708	24.9553	0.0000	0.0000	0.0000	0.0000	0.0000	40.7020	1.8310	0.0000	6.7333	430.6262	254.3932	66.1007	0.0000	115.2239	glnL, ntrB; two-component system, NtrC family, nitrogen regulation sensor histidine kinase GlnL [EC:2.7.13.3]
K07709	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.7917	4.2902	0.0000	397.6915	4.1767	98.4513	0.0000	0.0896	zraS, hydH; two-component system, NtrC family, sensor histidine kinase HydH [EC:2.7.13.3]
K07710	15.7022	0.0000	4.9399	0.0000	662.4034	0.0000	41.7773	2.1037	0.0000	0.0000	185.1604	6.8278	49.6022	215.5806	2.0516	atoS; two-component system, NtrC family, sensor histidine kinase AtoS [EC:2.7.13.3]
K07711	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.3898	4.2715	0.0000	349.7964	86.8050	80.8304	0.0000	0.1693	glrK, qseE; two-component system, NtrC family, sensor histidine kinase GlrK [EC:2.7.13.3]
K07712	47.0724	0.0000	0.0000	0.0000	0.0000	0.0000	8.6212	53.6630	2.0554	26.5193	466.8338	275.6983	258.5100	17.4797	146.3342	glnG, ntrC; two-component system, NtrC family, nitrogen regulation response regulator GlnG
K07713	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.3307	419.4638	8.0613	152.6651	0.0000	0.2793	zraR, hydG; two-component system, NtrC family, response regulator HydG
K07714	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	102.4576	2.5707	28.3383	0.0000	0.0000	atoC; two-component system, NtrC family, response regulator AtoC
K07715	2.2682	0.0000	0.0000	0.0000	0.0000	0.0000	4.5417	0.0000	0.0000	0.0000	0.0000	70.3613	0.0000	0.0000	0.1762	glrR, qseF; two-component system, NtrC family, response regulator GlrR
K07716	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	22.0229	3.2326	0.0000	79.3042	pleC; two-component system, cell cycle sensor histidine kinase PleC [EC:2.7.13.3]
K07718	46.4926	0.0000	0.0000	0.0000	0.0000	0.0000	17.4231	570.3485	0.0000	0.0000	269.4822	4.0773	347.6482	11.3299	33.3976	yesM; two-component system, sensor histidine kinase YesM [EC:2.7.13.3]
K07720	34.3131	0.0000	3.3149	0.0000	0.0000	0.0000	16.0196	389.2893	0.0000	0.0000	172.0517	6.7211	269.3022	6.4295	44.3209	yesN; two-component system, response regulator YesN
K07751	2.5016	0.0000	3.9258	0.0000	3.5095	0.0000	23.7149	7.4818	2.2952	2.7526	375.2881	7.2797	110.6047	0.0000	0.0961	pepB; PepB aminopeptidase [EC:3.4.11.23]
K07758	21.9081	0.0000	223.9968	94.1514	15.4033	97.3807	41.6347	0.0000	100.7381	0.0000	0.0000	0.0000	0.0000	16.7102	0.0000	PDXP; pyridoxal phosphatase [EC:3.1.3.74]
K07768	213.1205	168.4700	0.0000	0.0000	6.7540	0.0000	9.5068	17.0116	38.5029	271.3734	4.4356	17.0898	77.1750	4.1563	213.3866	senX3; two-component system, OmpR family, sensor histidine kinase SenX3 [EC:2.7.13.3]
K07771	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.8753	0.0000	0.0000	375.2943	8.6612	81.3536	0.0000	1.8464	basR; two-component system, OmpR family, response regulator BasR
K07772	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	243.3416	45.5824	122.1611	0.0000	4.3860	torR; two-component system, OmpR family, torCAD operon response regulator TorR
K07773	0.0000	0.0000	0.0000	0.0000	0.0000	13.3956	42.9541	2.7052	4.1572	4.9324	196.2802	18.7682	25.2999	0.0000	1.0336	arcA; two-component system, OmpR family, aerobic respiration control protein ArcA
K07774	4.6180	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.4939	0.0000	13.3342	99.0863	8.6881	0.0000	58.5324	tctD; two-component system, OmpR family, response regulator TctD
K07775	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	18.6303	resD; two-component system, OmpR family, response regulator ResD
K07776	408.0949	43.0190	0.0000	0.0000	6.6079	0.0000	26.7913	22.4735	73.1780	275.8483	2.7444	19.5222	111.9817	7.1685	199.7525	regX3; two-component system, OmpR family, response regulator RegX3
K07778	318.7751	75.3162	0.0000	0.0000	7.4907	0.0000	0.0000	31.8339	24.3889	185.8413	0.7740	66.8508	37.9280	3.8981	185.4694	desK; two-component system, NarL family, sensor histidine kinase DesK [EC:2.7.13.3]
K07780	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	123.7789	0.0000	12.0926	0.0000	0.0000	appY; AraC family transcriptional regulator, transcriptional regulator required for anaerobic and stationary phase induction of genes
K07782	5.2529	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.7800	199.8023	170.4071	21.7205	0.0000	129.2902	sdiA; LuxR family transcriptional regulator, quorum-sensing system regulator SdiA
K07783	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	20.1352	0.0000	6.7133	0.0000	366.1822	5.1026	50.3569	8.3337	0.1870	uhpC; MFS transporter, OPA family, sugar phosphate sensor protein UhpC
K07784	11.2221	7.1241	7.2517	4.0009	3.1561	0.0000	4.4231	5.5446	2.0641	7.4090	13.3313	10.7773	2.1894	0.0000	1.0350	uhpT; MFS transporter, OPA family, hexose phosphate transport protein UhpT
K07786	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	60.8950	1.1575	9.8151	0.0000	0.0802	emrY; MFS transporter, DHA2 family, multidrug resistance protein
K07787	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.5333	2.8173	1.1236	281.5801	15.6138	39.3840	0.0000	10.6830	cusA, silA; Cu(I)/Ag(I) efflux system membrane protein CusA/SilA
K07788	4.0618	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	60.6027	0.0000	0.0000	7.2388	mdtB; multidrug efflux pump
K07789	1.9709	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	63.8885	0.0000	0.0000	12.6943	mdtC; multidrug efflux pump
K07790	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.0248	pagO; putative membrane protein PagO
K07792	0.0000	0.0000	3.7930	0.0000	3.3680	0.0000	45.8263	7.1895	0.0000	0.0000	349.5742	8.3564	15.7615	11.0355	97.1819	dcuB; anaerobic C4-dicarboxylate transporter DcuB
K07793	125.8419	33.9807	3.4158	0.0000	6.0524	0.0000	16.0513	183.6781	116.0020	16.3706	25.7661	280.0142	78.3778	9.7169	229.0478	tctA; putative tricarboxylic transport membrane protein
K07794	137.9459	0.0000	0.0000	0.0000	0.0000	0.0000	21.2156	29.8870	0.0000	213.3637	13.4423	178.1888	18.9908	0.0000	186.4089	tctB; putative tricarboxylic transport membrane protein
K07795	254.0012	40.8314	0.0000	0.0000	4.5222	0.0000	0.0000	91.7143	0.0000	110.6590	0.9699	148.5337	12.0020	0.0000	226.0397	tctC; putative tricarboxylic transport membrane protein
K07796	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.7796	0.0000	0.0000	301.5368	4.5085	61.1689	0.0000	0.0000	cusC, silC; outer membrane protein, Cu(I)/Ag(I) efflux system
K07797	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.5379	0.0000	89.4778	2.2961	51.9196	0.0000	0.2121	emrK; multidrug resistance protein K
K07798	5.2486	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	319.4671	46.6080	69.1214	0.0000	8.2968	cusB, silB; membrane fusion protein, Cu(I)/Ag(I) efflux system
K07799	2.4613	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	67.8761	2.3670	5.6642	386.3176	31.2623	192.0794	8.2914	32.3320	mdtA; membrane fusion protein, multidrug efflux system
K07800	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	167.1090	14.0198	0.0000	0.0000	3.5299	0.0000	0.0000	0.0000	0.0000	agrD; AgrD protein
K07803	0.0000	0.0000	0.0000	12.9818	0.0000	0.0000	0.0000	9.1681	0.0000	0.0000	669.2300	41.2174	381.0801	0.0000	1.1137	zraP; zinc resistance-associated protein
K07806	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	231.8033	0.7693	23.7324	0.0000	0.1066	arnB, pmrH; UDP-4-amino-4-deoxy-L-arabinose-oxoglutarate aminotransferase [EC:2.6.1.87]
K07808	0.0000	0.0000	54.8010	59.8890	6.1237	96.7861	115.8653	0.0000	16.0197	0.0000	0.6418	0.0000	0.0000	39.8595	0.0000	-
K07810	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	23.1411	0.0000	0.0000	192.0314	6.6446	27.2812	0.0000	0.3554	cusF; Cu(I)/Ag(I) efflux system periplasmic protein CusF
K07811	2.5595	0.0000	2.0431	0.0000	0.0000	0.0000	26.9459	2.2632	3.4780	1.3871	300.3046	9.4819	211.1137	0.0000	0.5329	torA; trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3]
K07812	42.5718	0.0000	17.8940	6.4555	787.9865	1.8547	34.5580	14.1876	0.0000	6.5716	122.5551	115.7336	27.8458	286.0430	10.2244	torZ; trimethylamine-N-oxide reductase (cytochrome c) [EC:1.7.2.3]
K07813	50.2658	0.0000	23.4816	0.0000	0.0000	0.0000	0.0000	137.7815	0.0000	0.0000	269.6836	3.0626	213.8087	0.0000	27.7523	agrB; accessory gene regulator B
K07816	41.6240	0.0000	0.0000	0.0000	0.0000	0.0000	7.7111	187.5978	57.9418	13.8949	106.8635	8.4656	128.8242	0.0000	122.8959	E2.7.6.5X; putative GTP pyrophosphokinase [EC:2.7.6.5]
K07821	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	275.6372	1.6184	57.6378	0.0000	0.0000	torY; trimethylamine-N-oxide reductase (cytochrome c), cytochrome c-type subunit TorY
K07823	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	6.6698	pcaF; 3-oxoadipyl-CoA thiolase [EC:2.3.1.174]
K07830	184.3046	1136.2809	31.3574	0.0000	43.8544	0.0000	139.7455	18.1199	45.7462	47.5957	0.0000	0.0000	0.0000	13.1970	2.4464	RRAS2, TC21; Ras-related protein R-Ras2
K07938	0.0000	0.0000	18.7678	0.0000	0.0000	53.0344	90.6986	0.0000	21.9452	0.0000	0.0000	0.0000	0.0000	109.2061	0.0000	ARF3; ADP-ribosylation factor 3
K07964	0.0000	0.0000	0.0000	0.0000	12.0673	0.0000	65.2351	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.0911	0.0000	HPSE; heparanase [EC:3.2.1.166]
K07967	0.0000	0.0000	0.0000	0.0000	22.9095	24.1392	0.0000	0.0000	59.9315	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K07994	0.0000	0.0000	148.2496	214.6798	97.4067	344.5794	188.0742	0.0000	80.3945	0.0000	0.0000	0.0000	0.0000	303.3749	0.0000	MMP13; matrix metalloproteinase-13 (collagenase 3) [EC:3.4.24.-]
K07995	0.0000	0.0000	125.0529	203.2679	11.8768	435.2081	118.9822	0.0000	28.9676	0.0000	0.0000	0.0000	0.0000	352.5730	0.0000	MMP15; matrix metalloproteinase-15 (membrane-inserted) [EC:3.4.24.-]
K07997	9.0155	0.0000	154.3535	290.8748	181.2562	170.5620	67.5423	0.0000	53.1726	0.0000	0.0000	0.0000	0.0000	353.6004	0.0000	MMP17; matrix metalloproteinase-17 (membrane-inserted) [EC:3.4.24.-]
K08002	0.0000	0.0000	0.0000	0.0000	0.0000	130.0875	0.0000	0.0000	26.9145	0.0000	0.0000	0.0000	0.0000	14.8817	0.0000	MMP24; matrix metalloproteinase-24 (membrane-inserted) [EC:3.4.24.-]
K08009	12.2035	154.9419	0.0000	0.0000	0.0000	0.0000	23.1919	0.0000	44.8916	93.9970	0.0000	1.6922	11.4796	0.0000	0.0000	-
K08022	19.6904	0.0000	325.4453	233.8376	40.3143	337.7951	152.3367	0.0000	32.3647	0.0000	0.0000	0.0000	0.0000	288.9578	0.0000	-
K08056	0.0000	0.0000	58.2524	42.4406	0.0000	18.2901	46.9191	0.0000	22.7048	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	PDIA3, GRP58; protein disulfide isomerase family A, member 3 [EC:5.3.4.1]
K08057	21.4684	0.0000	396.5962	360.2010	191.4167	505.6408	313.8094	0.0000	36.2608	15.5577	1.5358	0.0000	0.0000	192.4747	0.0000	CALR; calreticulin
K08068	51.0797	0.0000	19.4175	10.6101	1117.7305	13.3758	10.8532	7.3874	2.8381	3.1420	0.4208	26.8441	5.3294	313.9292	10.4425	siaA, neuC1; UDP-N-acetylglucosamine 2-epimerase (hydrolysing) [EC:3.2.1.183]
K08081	4.1360	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.3968	0.0000	4.4817	0.0000	29.9555	7.7514	0.0000	49.4652	TR1; tropinone reductase I [EC:1.1.1.206]
K08082	6.1544	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.4309	2.8299	2.9828	0.0000	127.3200	11.5786	0.0000	55.9973	algZ; two-component system, LytTR family, sensor histidine kinase AlgZ [EC:2.7.13.3]
K08083	30.6287	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	5.2550	0.0000	0.0000	0.0000	89.7107	8.0819	0.0000	61.2497	algR; two-component system, LytTR family, response regulator AlgR
K08092	3.2160	0.0000	0.0000	0.0000	9.0444	0.0000	0.0000	1.9246	11.8302	0.0000	355.4702	12.0405	96.8056	0.0000	0.0000	dlgD; 3-dehydro-L-gulonate 2-dehydrogenase [EC:1.1.1.130]
K08132	0.0000	0.0000	263.1595	313.4295	41.3887	277.4078	52.1958	0.0000	15.5385	0.0000	0.0000	0.0000	0.0000	140.5266	0.7227	COL12A; collagen, type XII, alpha
K08139	71.8217	7.1241	0.0000	0.0000	0.0000	0.0000	0.0000	18.8042	0.0000	14.8179	1.6539	14.9388	10.5564	0.0000	2.8463	HXT; MFS transporter, SP family, sugar:H+ symporter
K08256	112.5445	35.1406	0.0000	0.0000	0.0000	0.0000	0.0000	23.5683	20.5753	225.5654	2.0128	23.0964	85.3710	0.0000	119.6551	pimA; phosphatidyl-myo-inositol alpha-mannosyltransferase [EC:2.4.1.345]
K08281	214.2243	167.4467	0.0000	0.0000	14.7689	8.4018	29.9874	128.8163	134.8878	309.0413	216.1311	145.6185	184.8731	15.8706	306.6702	pncA; nicotinamidase/pyrazinamidase [EC:3.5.1.19 3.5.1.-]
K08285	0.0000	0.0000	29.1823	95.6752	52.1754	247.3919	35.2571	0.0000	34.1228	0.0000	0.0000	0.0000	0.0000	169.8061	0.0000	-
K08289	93.5002	23.8631	4.1381	0.0000	0.0000	0.0000	0.0000	20.1714	50.0980	208.6927	256.4864	58.0415	152.5855	0.0000	51.7215	purT; phosphoribosylglycinamide formyltransferase 2 [EC:2.1.2.2]
K08295	13.8513	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.3546	0.0000	75.7841	7.4558	0.0000	136.9791	abmG; 2-aminobenzoate-CoA ligase [EC:6.2.1.32]
K08300	224.8505	91.2660	1.6750	0.0000	6.5587	1.5576	9.0580	19.3762	57.2738	348.5636	6.3047	164.6006	55.3894	5.7630	277.4682	rne; ribonuclease E [EC:3.1.26.12]
K08302	29.1351	0.0000	5.9325	0.0000	5.2479	0.0000	14.2345	534.8584	0.0000	16.3771	980.4650	30.8919	459.0527	22.9327	34.1926	gatY-kbaY; tagatose 1,6-diphosphate aldolase GatY/KbaY [EC:4.1.2.40]
K08310	41.5596	23.1532	0.0000	0.0000	10.2572	0.0000	26.9234	17.4610	0.0000	0.0000	161.2485	144.5358	11.8630	0.0000	0.5249	nudB, ntpA; dihydroneopterin triphosphate diphosphatase [EC:3.6.1.67]
K08311	98.5635	0.0000	0.0000	0.0000	638.9541	7.6331	19.5810	0.0000	0.0000	0.0000	84.8784	227.5113	44.1208	131.6081	169.8963	nudH; putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]
K08312	34.2046	0.0000	0.0000	0.0000	0.0000	0.0000	76.6541	10.1658	21.0830	0.0000	473.8857	26.3079	193.8919	0.0000	40.2627	nudE; ADP-ribose diphosphatase [EC:3.6.1.-]
K08318	10.5821	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.1876	3.2942	7.8830	379.5846	2.9904	111.4026	0.0000	6.1935	yihU; 4-hydroxybutyrate dehydrogenase / sulfolactaldehyde 3-reductase [EC:1.1.1.61 1.1.1.373]
K08320	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	111.2469	0.0000	0.0000	0.0000	0.0000	nudG; (d)CTP diphosphatase [EC:3.6.1.65]
K08321	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19.7409	6.7006	0.0000	63.2485	13.6534	34.5043	0.0000	0.0000	lsrF; 3-hydroxy-5-phosphonooxypentane-2,4-dione thiolase [EC:2.3.1.245]
K08322	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	114.9789	0.0000	0.0000	171.9525	1.3103	38.5168	0.0000	0.1210	rspB; L-gulonate 5-dehydrogenase [EC:1.1.1.380]
K08323	135.7980	8.2892	0.0000	0.0000	0.0000	0.0000	0.0000	4.6885	4.8626	11.4942	469.5272	23.2552	125.6112	0.0000	9.1310	rspA, manD; mannonate dehydratase [EC:4.2.1.8]
K08324	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.2531	0.0000	246.0482	3.8477	60.7726	0.0000	10.0037	sad; succinate-semialdehyde dehydrogenase [EC:1.2.1.16 1.2.1.24]
K08325	0.0000	0.0000	4.3522	0.0000	0.0000	0.0000	0.0000	198.6668	2.5379	9.1099	403.5607	102.9477	88.3776	8.4525	6.8149	yqhD; NADP-dependent alcohol dehydrogenase [EC:1.1.-.-]
K08348	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	3.2721	0.0000	0.0000	173.2499	0.7582	82.2930	0.0000	0.4202	fdnG; formate dehydrogenase-N, alpha subunit [EC:1.17.5.3]
K08349	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	19.2629	0.0000	0.0000	0.0000	0.0000	fdnH; formate dehydrogenase-N, beta subunit
K08350	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	13.5603	0.0000	174.5727	5.4524	115.5866	0.0000	1.1333	fdnI; formate dehydrogenase-N, gamma subunit
K08354	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.4468	0.0000	0.0000	194.6280	0.0000	73.0743	0.0000	0.0000	phsC; thiosulfate reductase cytochrome b subunit
K08357	7.0539	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.9259	0.0000	0.0000	169.7119	1.8958	0.0000	1.3164	ttrA; tetrathionate reductase subunit A
K08358	16.4832	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	173.3436	19.6203	0.0000	13.2867	ttrB; tetrathionate reductase subunit B
K08359	15.3332	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	2.8218	3.3763	0.0000	171.3627	0.0000	0.0000	15.5024	ttrC; tetrathionate reductase subunit C
K08370	1587.4928	8338.6568	846.1039	82.6688	3857.0233	236.0344	3753.5403	116.4716	747.1489	1395.2119	28.7866	15.1824	123.4166	797.1091	7.2934	-
K08372	184.6443	71.3212	0.0000	6.5139	12.4273	0.0000	0.0000	28.7791	46.1091	376.4053	5.3633	28.8553	41.6617	0.0000	185.2402	pepD; putative serine protease PepD [EC:3.4.21.-]
K08384	20.8990	0.0000	27.6642	0.0000	4.3144	0.0000	50.4095	660.7679	0.0000	0.0000	382.4397	13.4286	462.7392	11.2018	20.2914	spoVD; stage V sporulation protein D (sporulation-specific penicillin-binding protein)
K08475	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.9529	1.5006	0.0000	222.8633	0.8908	9.0489	0.0000	0.0000	pgtB; two-component system, NtrC family, phosphoglycerate transport system sensor histidine kinase PgtB [EC:2.7.13.3]
K08476	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	1.5403	0.0000	0.0000	328.9016	2.4983	33.7707	0.0000	0.0000	pgtA; two-component system, NtrC family, phosphoglycerate transport system response regulator PgtA
K08478	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	287.6519	2.8013	59.6856	0.0000	0.0000	pgtC; phosphoglycerate transport regulatory protein PgtC
K08483	257.7773	5.9926	59.2199	0.0000	26.2293	5.5264	63.7891	603.4876	47.7731	601.6125	593.2542	347.7447	610.0137	62.6333	313.8550	PTS-EI.PTSI, ptsI; phosphotransferase system, enzyme I, PtsI [EC:2.7.3.9]
K08484	22.7812	0.0000	0.0000	0.0000	0.0000	0.0000	26.9412	0.8484	0.0000	0.0000	0.2076	98.5441	6.6238	0.0000	18.4926	PTS-EI.PTSP, ptsP; phosphotransferase system, enzyme I, PtsP [EC:2.7.3.9]
K08485	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	7.0614	0.0000	0.0000	390.5380	1.6362	99.8975	0.0000	1.7495	PTS-HPR.PTSO, ptsO, npr; phosphocarrier protein NPr
K08556	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	42.0160	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	-
K08591	50.4067	0.0000	54.8529	26.2791	372.5277	0.0000	57.6506	274.6840	4.7151	516.9912	43.8492	487.7793	443.6216	202.4226	154.3528	plsY; glycerol-3-phosphate acyltransferase PlsY [EC:2.3.1.15]
K08606	10.1247	0.0000	779.8094	483.3596	92.0024	638.2885	445.0319	0.0000	165.9121	0.0000	2.4106	0.0000	9.5240	598.8792	0.0000	MEP1B; meprin B [EC:3.4.24.63]
K08641	118.2661	64.6610	0.0000	0.0000	0.0000	0.0000	0.0000	2.2975	0.0000	13.9667	5.6407	130.8941	14.2797	0.0000	32.5551	vanX; zinc D-Ala-D-Ala dipeptidase [EC:3.4.13.22]
K08642	19.6731	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	4.2868	0.0000	0.0000	15.2285	lasA; LasA protease [EC:3.4.24.-]
K08678	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.4231	0.0000	0.0000	105.4645	UXS1, uxs; UDP-glucuronate decarboxylase [EC:4.1.1.35]
K08679	37.8641	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.5592	0.0000	17.3294	0.0000	201.3618	8.8451	0.0000	18.9559	E5.1.3.6; UDP-glucuronate 4-epimerase [EC:5.1.3.6]
K08680	3.9673	0.0000	6.6603	0.0000	0.0000	0.0000	28.4010	2.5339	7.5425	0.0000	331.9823	5.8714	69.3119	0.0000	5.3771	menH; 2-succinyl-6-hydroxy-2,4-cyclohexadiene-1-carboxylate synthase [EC:4.2.99.20]
K08681	62.2957	0.0000	0.0000	0.0000	0.0000	0.0000	20.7819	75.1873	48.5465	172.7875	14.3264	17.6014	34.7676	0.0000	19.0082	pdxT, pdx2; 5'-phosphate synthase pdxT subunit [EC:4.3.3.6]
K08682	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	393.2272	3.0640	62.3571	0.0000	0.0000	acpH; acyl carrier protein phosphodiesterase [EC:3.1.4.14]
K08683	11.9313	0.0000	262.7494	41.0206	33.5552	221.9476	206.5621	0.0000	65.8355	0.0000	0.0000	0.0000	0.0000	72.8041	0.0000	HSD17B10; 3-hydroxyacyl-CoA dehydrogenase / 3-hydroxy-2-methylbutyryl-CoA dehydrogenase [EC:1.1.1.35 1.1.1.178]
K08688	123.0636	46.5534	0.0000	0.0000	0.0000	0.0000	0.0000	9.1973	2.2480	46.1597	2.2025	69.9920	26.1184	0.0000	37.9789	E3.5.3.3; creatinase [EC:3.5.3.3]
K08691	26.5251	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	10.9450	0.0000	49.8046	3.1189	0.0000	0.6451	mcl; malyl-CoA/(S)-citramalyl-CoA lyase [EC:4.1.3.24 4.1.3.25]
K08720	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	47.7617	0.0000	0.0000	0.4813	ompU; outer membrane protein OmpU
K08722	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	30.2454	6.3813	4.9276	72.9418	274.0155	7.4299	30.2416	0.0000	0.0000	yfbR; 5'-deoxynucleotidase [EC:3.1.3.89]
K08723	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	11.3484	0.0000	20.8662	146.0260	3.2869	107.0295	0.0000	0.5466	yjjG; 5'-nucleotidase [EC:3.1.3.5]
K08724	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	8.5109	113.4560	1.3728	45.9929	9.6803	93.3574	0.0000	0.0000	5.0413	pbpB; penicillin-binding protein 2B
K08726	0.0000	0.0000	0.0000	118.2273	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	EPHX2; soluble epoxide hydrolase / lipid-phosphate phosphatase [EC:3.3.2.10 3.1.3.76]
K08738	18.8103	46.1357	0.0000	0.0000	295.6908	0.0000	0.0000	39.3042	0.0000	0.0000	0.0000	564.0730	74.9013	84.4151	322.6530	CYC; cytochrome c
K08743	8.3800	239.3913	0.0000	0.0000	11.7837	0.0000	0.0000	5.0149	23.1198	0.0000	0.0000	1.1620	0.0000	0.0000	0.0000	-
K08744	123.1773	25.4051	0.0000	0.0000	0.0000	0.0000	0.0000	7.1269	22.0820	0.0000	2.6327	42.4561	26.1170	0.0000	199.3670	CRLS; cardiolipin synthase (CMP-forming) [EC:2.7.8.41]
K08745	0.0000	0.0000	18.7678	194.7272	0.0000	141.4252	0.0000	0.0000	169.7727	0.0000	0.0000	0.0000	0.0000	95.3046	0.0000	SLC27A1_4, FATP1, FATP4; solute carrier family 27 (fatty acid transporter), member 1/4 [EC:6.2.1.-]
K08746	0.0000	0.0000	153.8914	380.0365	94.3009	244.8091	176.0505	0.0000	62.6978	94.0367	0.0000	0.0000	27.7401	441.2088	0.4077	SLC27A2, FACVL1, FATP2; solute carrier family 27 (fatty acid transporter), member 2 [EC:6.2.1.- 6.2.1.3]
K08750	0.0000	0.0000	0.0000	0.0000	0.0000	65.1428	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	0.0000	67.0695	0.0000	-
